title,description,nace_label
"['green', 'space', 'caretakergardener', '450', 'basis']","['u', 'live', 'online', 'salvage', 'auction', 'name', 'copart', 'million', 'vehicle', 'sold', 'worldwide', 'leading', 'online', 'provider', 'american', 'nasdaq', 'company', 'conviction', 'speed', 'action', 'characterize', 'dna', 'usa', 'canada', 'great', 'britain', 'spain', 'want', 'conquer', 'german', 'market', 'well', 'ready', 'part', 'success', 'story', 'offer', 'looking', 'futureoriented', 'diverse', 'varied', 'job', 'international', 'environment', 'düsseldorf', 'right', 'thing', 'offer', 'modern', 'safe', 'workplace', 'flat', 'hierarchy', 'family', 'environment', 'highly', 'motivated', 'team', 'could', 'soon', 'task', 'copart', 'expect', 'job', 'top', 'employer', 'live', 'flat', 'hierarchy', 'short', 'decisionmaking', 'process', 'task', 'include', 'maintenance', 'green', 'space', 'implementation', 'grass', 'tree', 'hedge', 'trimming', 'repair', 'path', 'green', 'space', 'cleaning', 'work', 'removing', 'leaf', 'winter', 'service', 'premise', 'bring', 'experience', 'field', 'green', 'space', 'maintenance', 'diligence', 'work', 'activity', 'handling', 'associated', 'tool', 'machine', 'work', 'efficiency', 'independence', 'readiness', 'winter', 'service', 'pleasure', 'activity', 'good', 'knowledge', 'german']","['administrative', 'support', 'service', 'activity']"
"['relocation', 'helper']","['u', 'amadeus', 'euromovers', 'based', 'berlin', 'founded', '1993', 'since', 'amadeus', 'earned', 'good', 'reputation', 'moving', 'service', 'moving', 'logistics', 'berlin', 'germany', 'europe', 'amadeus', 'transportgesell', 'mbh', 'member', 'euromovers', 'sce', 'gmbh', 'first', 'cooperative', 'field', 'moving', 'logistics', 'europe', 'amadeus', 'sole', 'agent', 'euromovers', 'berlin', 'surrounding', 'area', 'amadeus', 'offer', 'complete', 'service', 'moving', 'service', 'office', 'move', 'company', 'relocation', 'machine', 'transport', 'laboratory', 'move', 'container', 'storage', 'well', 'convincing', 'system', 'file', 'storage', 'kitchen', 'fitter', 'art', 'packer', 'instrument', 'transporter', 'side', 'private', 'customer', 'longterm', 'storage', 'interim', 'storage', '20', 'container', 'quality', 'come', 'worked', 'every', 'day', 'every', 'employee', 'anew', 'employee', 'amadeus', 'transportgesellschaft', 'mbh', 'form', 'team', 'work', 'area', 'competence', 'commitment', 'important', 'resource', 'company', 'satisfaction', 'customer', 'service', 'offer', 'crucial', 'success', 'company', 'customer', 'set', 'standard', 'quality', 'customer', 'opinion', 'service', 'decisive', 'u', 'customer', 'judge', 'quality', 'move', 'also', 'behavior', 'employee', 'willingness', 'help', 'every', 'employee', 'company', 'contributes', 'realization', 'quality', 'goal', 'place', 'statement', 'valid', 'since', '1993', 'today']","['transportation', 'storage']"
"['chef']","['u', 'hotel', 'restaurant', 'adler', 'centrally', 'located', 'immenstaad', 'minute', 'walk', 'lake', 'constance', 'humorous', 'friendly', 'team', 'good', 'relaxed', 'working', 'atmosphere', 'priority', 'practiced', 'daily', 'basis', 'working', 'atmosphere', 'familiar', 'individual', 'department', 'work', 'hand', 'hand', 'mutual', 'support', 'consideration', 'important', 'u', 'offer', 'permanent', 'fulltime', 'employment', 'yearround', 'employment', '40', 'hour', 'week', '30', 'day', 'holiday', 'supplement', 'facility', 'could', 'soon', 'task', 'interested', 'cooking', 'organizing', 'team', 'player', 'take', 'responsibility', 'tolerate', 'lot', 'good', 'humor', 'come', 'right', 'place', 'hotel', 'restaurant', 'heart', 'immenstaad', 'lake', 'constance', 'minute', 'walk', 'lake', 'constance', 'restaurant', 'cook', 'local', 'dish', 'seasonal', 'highlight', 'lot', 'passion', 'highquality', 'product', 'mainly', 'region', 'processed', 'guest', 'taste', 'dedication', 'care', 'kitchen', 'team', 'every', 'bite', 'concern', 'activity', 'la', 'carte', 'business', 'looking', 'person', 'take', 'responsibility', 'help', 'organize', 'thing', 'bring', 'management', 'organization', 'welltrained', 'team', 'cook', 'fulltime', 'helper', 'organization', 'kitchen', 'ordering', 'creative', 'design', 'menu']","['accommodation', 'food', 'service', 'activity']"
"['driver', 'local', 'car', 'transport', 'ce95']","['u', 'live', 'online', 'salvage', 'auction', 'name', 'copart', 'million', 'vehicle', 'sold', 'worldwide', 'leading', 'online', 'provider', 'american', 'nasdaq', 'company', 'conviction', 'speed', 'action', 'characterize', 'dna', 'usa', 'canada', 'great', 'britain', 'spain', 'want', 'conquer', 'german', 'market', 'well', 'ready', 'part', 'success', 'story', 'offer', 'looking', 'futureoriented', 'diverse', 'varied', 'job', 'international', 'environment', 'düsseldorf', 'right', 'thing', 'offer', 'comprehensive', 'individual', 'induction', 'including', 'training', 'futureproof', 'job', 'possibility', 'taken', 'permanent', 'employment', 'relationship', 'legal', 'expense', 'ih', '14', 'per', 'day', 'opportunity', 'reconcile', 'passion', 'truck', 'family', 'life', 'workwear', 'work', 'safety', 'equipment', 'eg', 'mouth', 'nose', 'protection', 'could', 'soon', 'task', 'copart', 'expect', 'modern', 'secure', 'fulltime', 'job', 'excellent', 'infrastructure', 'top', 'employer', 'live', 'family', 'environment', 'flat', 'hierarchy', 'short', 'decisionmaking', 'process', 'addition', 'great', 'team', 'exciting', 'varied', 'task', 'awaits', 'fastgrowing', 'environment', 'task', 'include', 'collection', 'vehicle', 'customer', 'contractual', 'partner', 'independent', 'loading', 'car', 'transporter', 'checking', 'paper', 'handed', 'proper', 'driving', 'vehicle', 'vehicle', 'maintenance', 'bring', 'ideally', 'completed', 'technical', 'education', 'several', 'year', 'professional', 'experience', 'driver', 'category', 'ce95', 'driving', 'license', 'driver', 'card', 'conscientious', 'reliable', 'way', 'working', 'flexibility', 'high', 'operational', 'readiness', 'reliability', 'good', 'knowledge', 'german']","['transportation', 'storage']"
"['technical', 'draftsman', '42610988']","['looking', 'employer', 'us', 'expertise', 'optimally', 'want', 'develop', 'learn', 'looking', 'support', 'application', 'process', 'career', 'planning', 'looking', 'youcompetent', 'personal', 'proactive', 'top', 'itservices', 'ag', 'one', 'leading', 'personnel', 'service', 'provider', 'engineering', 'bring', 'top', 'technical', 'managerial', 'staff', 'well', 'specialist', 'right', 'company', 'permanent', 'position', 'temporary', 'project', 'offer', 'holistic', 'expert', 'service', 'take', 'time', 'get', 'know', 'coach', 'wish', 'navigate', 'professional', 'path', 'accept', 'challenge', 'fill', 'vacant', 'position', 'leading', 'company', 'task', 'structural', 'editing', 'part', 'assembly', 'device', 'creation', 'standardized', 'drawing', 'maintain', 'create', 'compliance', 'data', 'part', 'list', 'material', 'document', 'master', 'consultation', 'body', 'implementation', 'change', 'qualification', 'completed', 'training', 'technical', 'draftsman', 'similar', 'several', 'year', 'professional', 'experience', 'processing', 'drafting', 'data', 'maintenance', 'well', 'experience', 'mechanical', 'optical', 'electrical', 'component', 'good', 'knowledge', 'creo', 'sap', 'm', 'office', 'orderly', 'way', 'working', 'good', 'knowledge', 'spoken', 'written', 'english', 'offer', 'networking', 'interesting', 'renowned', 'company', 'trustworthy', 'personal', 'support', 'time', 'partnership', 'basis', 'cooperation', 'transparent', 'fast', 'application', 'process', 'binding', 'feedback', 'within', '14', 'day', 'apply', 'recognize', 'send', 'document', 'job64topitservicescom', 'stating', 'reference', 'number', '42610988', 'markus', 'uhde', 'happy', 'answer', 'first', 'request', 'information', 'question', 'telephone', '49', '30', '201449725', 'looking', 'forward', 'hearing', 'soon', 'apply', 'directly', 'httpswwwtopitservicescom10nsn9a', 'also', 'find', 'interesting', 'job', 'offer', 'homepage', 'httpswwwtopitservicescomannouncements', 'explicit', 'differentiation', 'female', 'male', 'form', 'text', 'improve', 'legibility', 'still', 'meant']","['professional', 'scientific', 'technical', 'activity']"
"['apprenticeship', 'manwoman', 'retail', 'mindelheim']","['job', 'description', 'interested', 'cant', 'wait', 'apprenticeship', 'jysk', 'mean', 'valuable', 'team', 'member', 'right', 'start', 'constantly', 'learn', 'something', 'new', 'take', 'responsibility', 'lot', 'fun', 'apply', 'apprenticeship', 'starting', 'august', '1st', '2023', 'offer', 'team', 'back', 'honesty', 'respect', 'colleague', 'customer', 'core', 'jysk', 'value', 'httpsjobsjyskdedewirsindjysk', 'attractive', 'training', 'allowance', '1st', 'year', 'training', '96000', '2nd', 'year', 'training', '106000', '3rd', 'year', 'training', '121000', 'salesbased', 'bonus', 'payment', 'taxfree', 'salary', 'extra', 'benefit', 'card', '25month', 'additional', 'holiday', 'christmas', 'bonus', 'flexible', 'working', 'hour', '375', 'hour', 'week', '20', 'employee', 'discount', 'discount', 'partner', 'online', 'shop', 'fitness', 'studio', '36', 'day', 'holiday', 'week', 'free', 'saturday', 'per', 'month', '1st', 'year', 'training', 'company', 'pension', 'scheme', 'discounted', 'pension', 'benefit', 'opportunity', 'personal', 'professional', 'development', 'eg', 'taking', 'responsibility', 'area', 'support', 'feedback', 'experienced', 'instructor', 'store', 'good', 'chance', 'taken', 'successful', 'final', 'exam', 'advancement', 'career', 'opportunity', 'training', 'jysk', 'trainee', 'jysk', 'store', 'checkout', 'store', 'good', 'train', 'become', 'sale', 'professional', 'inspires', 'customer', 'ensures', 'unforgettable', 'shopping', 'experience', 'get', 'know', 'process', 'store', 'area', 'ordering', 'warehouse', 'management', 'monthly', 'personal', 'meeting', 'receive', 'feedback', 'progress', 'potential', 'trainingrelated', 'topic', 'make', 'sure', 'grow', 'professionally', 'personally', 'u', 'contact', 'trainee', 'great', 'mentor', 'qualified', 'trainer', 'bring', 'successful', 'completion', 'school', 'enthusiasm', 'lifestyle', 'decoration', 'drive', 'team', 'spirit', 'enjoy', 'working', 'people', 'desire', 'get', 'involved', 'help', 'shape', 'thing', 'u', 'believe', 'people', 'key', 'success', 'grown', 'single', 'store', '1979', '3000', 'store', 'worldwide', 'today', 'therefore', 'concern', 'offer', 'development', 'advancement', 'opportunity', 'within', 'jysk', 'note', 'job', 'advertisement', 'masculine', 'form', 'address', 'used', 'reason', 'better', 'readability', 'female', 'diverse', 'form', 'always', 'included', 'people', 'diverse', 'people', 'welcome', 'jysk', 'regardless', 'gender', 'age', 'religion', 'disability', 'ethnic', 'origin', 'sexual', 'identity', 'information', 'visit', 'career', 'page', 'httpsjobsjyskde']","['wholesale', 'retail', 'trade', 'repair', 'motor', 'vehicle', 'motorcycle']"
"['project', 'manager', 'marketingcommunication']","['u', 'looking', 'varied', 'job', 'respublica', 'exactly', 'right', 'position', 'respublica', 'fullservice', 'advertising', 'agency', 'heart', 'munich', 'immediate', 'vicinity', 'chinese', 'tower', 'leopoldstrasse', '20strong', 'international', 'team', 'advertising', 'professional', 'looking', 'reinforcement', 'project', 'management', 'immediate', 'effect', 'offer', 'pleasant', 'working', 'atmosphere', 'good', 'worklife', 'balance', 'without', 'lot', 'overtime', 'opportunity', 'home', 'office', 'opportunity', 'massage', 'em', 'lunch', 'break', 'regular', 'team', 'event', 'mvv', 'ticket', 'option', 'job', 'bike', 'trial', 'period', 'agency', 'english', 'garden', 'course', 'fruit', 'drink', 'could', 'soon', 'task', 'planning', 'control', 'coordination', 'project', 'especially', 'packaging', 'area', 'development', 'concept', 'campaign', 'cooperation', 'creation', 'creation', 'briefing', 'calculation', 'offer', 'coordination', 'deadline', 'monitoring', 'project', 'layout', 'production', 'management', 'external', 'service', 'provider', 'bring', 'study', 'field', 'marketingcommunication', 'commercial', 'training', 'eg', 'marketing', 'communication', 'clerk', 'structured', 'project', 'management', 'even', 'several', 'parallel', 'project', 'effective', 'solutionoriented', 'way', 'working', 'ideally', 'agency', 'experience', 'experience', 'planning', 'implementation', 'print', 'digital', 'project', 'good', 'knowledge', 'german', 'good', 'english', 'ideally', 'first', 'experience', 'social', 'medium', 'area']","['professional', 'scientific', 'technical', 'activity']"
"['counter', 'worker']","['u', 'dont', 'actually', 'work', 'u', 'looking', 'strengthen', 'team', 'bistro', 'employee', 'checkin', 'service', 'fulltime', 'parttime', 'offer', 'place', 'super', 'team', 'family', 'environment', 'safe', 'place', 'good', 'money', 'good', 'performance', 'independent', 'working', 'looking', 'colleague', 'gastronomy', 'blood', 'love', 'job', 'like', 'host', 'like', 'work', 'team', 'think', 'act', 'independently', 'positive', 'mood', 'formula', 'kart', 'track', 'karting', 'motorsport', 'event', 'kilianstrasse', '102', '90425', 'nuremberg', 'gastronomy', 'area', 'large', 'panoramic', 'window', 'gokart', 'track', 'task', 'contact', 'person', 'customer', 'well', 'care', 'hospitality', 'guest', 'karting', 'book', 'driver', 'ticket', 'system', 'taking', 'guest', 'order', 'serving', 'food', 'drink', 'processing', 'payment', 'transaction', 'cash', 'management', 'preparation', 'followup', 'task', 'control', 'cleanliness', 'order', 'responsibility', 'smooth', 'running', 'service', 'even', 'event', 'offer', 'childrens', 'birthday', 'race', 'corporate', 'event', 'christmas', 'party', 'racing', 'event', 'group', 'race', 'single', 'ticket', 'ride', 'working', 'hour', 'flexible', 'mainly', 'monday', 'friday', '300', 'pm', 'replacement', 'sometimes', 'weekend', 'sparked', 'interest', 'looking', 'forward', 'application', 'kart', 'mohnlein', 'gmbh', 'co', 'kg', 'kilianstrasse', '102', '90425', 'nuremberg', 'type', 'position', 'fulltime', 'permanent', 'parttime']","['accommodation', 'food', 'service', 'activity']"
"['inside', 'sale', 'agent']","['u', 'ranger', 'group', 'one', 'leading', 'outsourcing', 'service', 'provider', 'b2c', 'b2b', 'sale', 'service', 'europe', '2200', 'customer', 'advisor', '150', 'location', 'generate', '60000', 'transaction', 'client', 'every', 'month', 'product', 'partner', 'entrust', 'u', 'sale', 'due', 'highest', 'level', 'quality', 'thus', 'participate', 'success', 'since', '2017', 'ranger', 'part', 'ströer', 'group', 'leading', 'digital', 'multichannel', 'medium', 'company', 'offer', 'advertising', 'customer', 'customized', 'fully', 'integrated', 'premium', 'communication', 'solution', 'ströer', 'market', 'operates', 'several', 'thousand', 'website', 'primarily', 'germanspeaking', 'country', 'operates', 'around', '300000', 'advertising', 'medium', 'home', 'segment', 'around', '10000', 'employee', 'turnover', '14', 'billion', 'euro', '2020', 'ströer', 'se', 'co', 'kgaa', 'listed', 'mdax', 'german', 'stock', 'exchange', 'offer', 'work', 'completely', 'independently', 'real', 'sale', 'office', 'atmosphere', 'call', 'center', 'shift', 'work', 'dialer', 'call', 'center', 'directly', 'building', 'personal', 'customer', 'base', 'fixed', 'working', 'hour', 'monday', 'friday', 'family', 'personal', 'working', 'atmosphere', 'addition', 'aboveaverage', 'fixed', 'salary', 'uncapped', 'commission', 'benefit', 'monthly', 'shopping', 'discount', 'corporate', 'benefit', '100', 'reimbursed', 'public', 'transport', 'ticket', 'taxfree', 'benefit', 'kind', 'order', 'satisfy', 'hunger', 'lunchtime', 'truest', 'sense', 'word', 'without', 'spending', 'half', 'fortune', 'also', 'offer', 'subsidy', 'nearby', 'canteen', 'committed', 'familiar', 'working', 'environment', 'develop', 'full', 'potential', 'every', 'day', 'workplace', 'help', 'stateoftheart', 'work', 'equipment', 'fun', 'room', 'take', 'little', 'break', 'clear', 'head', 'call', 'start', 'full', 'energy', 'next', 'call', 'lived', 'team', 'spirit', 'short', 'communication', 'channel', 'believe', 'flat', 'hierarchy', 'firstname', 'culture', 'appreciative', 'communication', 'eye', 'level', 'friendly', 'bright', 'location', 'düsseldorf', 'impress', 'optimal', 'public', 'transport', 'connection', 'particularly', 'exciting', 'free', 'employee', 'parking', 'space', 'free', 'public', 'transport', 'ticket', 'guarantee', 'classic', 'office', 'working', 'hour', 'addition', 'structured', 'onboarding', 'also', 'offer', 'real', 'development', 'promotion', 'opportunity', 'could', 'soon', 'task', 'talented', 'coordinator', 'internal', 'sale', 'contact', 'existing', 'customer', 'identify', 'current', 'need', 'telephone', 'acquisition', 'instead', 'hour', 'driving', 'phone', 'call', 'away', 'pick', 'phone', 'directly', 'make', 'satisfied', 'existing', 'customer', 'even', 'happier', 'tailormade', 'individual', 'advice', 'actively', 'support', 'new', 'crosssell', 'upsell', 'campaign', 'also', 'involved', 'market', 'analysis', 'sustainable', 'customer', 'support', 'preparation', 'evaluation', 'last', 'least', 'take', 'full', 'responsibility', 'customer', 'real', 'inside', 'sale', 'talent', 'know', 'longterm', 'customer', 'loyalty', 'possible', 'comprehensive', 'support', 'bring', 'experience', 'sale', 'support', 'business', 'private', 'customer', 'good', 'knowledge', 'german', 'enjoy', 'daily', 'contact', 'existing', 'customer', 'lot', 'motivation', 'sale', 'office', 'ability', 'work', 'team', 'strong', 'communication', 'skill', 'good', 'handling', 'm', 'office']","['administrative', 'support', 'service', 'activity']"
"['customer', 'service', 'employee', 'logistics']","['u', 'u', 'offer', 'customer', 'marketoriented', 'fulfillment', 'logistics', 'service', 'tailored', 'need', 'numerous', 'location', 'three', 'country', 'guarantee', 'precise', 'target', 'grouporiented', 'customeroriented', 'delivery', 'good', 'combination', 'international', 'distribution', 'many', 'year', 'local', 'expertise', 'make', 'u', 'strong', 'experienced', 'partner', 'highly', 'motivated', 'team', 'give', 'best', 'customer', 'every', 'day', 'employee', 'ambitious', 'logistician', 'decade', 'experience', 'also', 'lack', 'fresh', 'breeze', 'think', 'innovatively', 'futureoriented', 'want', 'grow', 'together', 'customer', 'develop', 'new', 'idea', 'offer', 'offer', 'opportunity', 'development', 'performancebased', 'remuneration', 'payment', 'well', 'collective', 'agreement', 'friendly', 'smile', 'positive', 'attitude', 'flexible', 'working', 'hour', '30', 'day', 'holiday', 'depending', 'length', 'service', 'ideal', 'candidate', 'apply', 'contact', 'soon', 'possible', 'could', 'soon', 'task', 'daily', 'task', 'working', 'dsllogistik', 'gmbh', 'addition', 'sustainable', 'delivery', 'good', 'task', 'also', 'include', 'representation', 'successful', 'online', 'supermarket', 'europe', 'receipt', 'processing', 'parcel', 'mail', 'checking', 'good', 'damage', 'completeness', 'provision', 'dispatch', 'good', 'entry', 'data', 'system', 'bring', 'bring', 'good', 'm', 'office', 'skill', 'pronounced', 'service', 'orientation', 'high', 'selfmotivation', 'diligence', 'great', 'importance', 'u', 'enjoy', 'working', 'large', 'team', 'experience', 'required']","['transportation', 'storage']"
"['receivables', 'management', 'clerk', '42610986']","['looking', 'employer', 'us', 'expertise', 'optimally', 'want', 'develop', 'learn', 'looking', 'support', 'application', 'process', 'career', 'planning', 'looking', 'youcompetent', 'personal', 'proactive', 'top', 'itservices', 'ag', 'one', 'leading', 'personnel', 'service', 'provider', 'engineering', 'bring', 'top', 'technical', 'managerial', 'staff', 'well', 'specialist', 'right', 'companyfor', 'permanent', 'position', 'temporary', 'projectswe', 'offer', 'offer', 'holistic', 'expert', 'service', 'take', 'time', 'get', 'know', 'coach', 'wish', 'navigate', 'professional', 'path', 'accept', 'challenge', 'fill', 'vacant', 'position', 'leading', 'company', 'duty', 'include', 'scanning', 'filing', 'document', 'well', 'allocation', 'document', 'existing', 'software', 'mail', 'processing', 'appointment', 'organization', 'invoice', 'processing', 'according', 'rvg', 'viewing', 'compiling', 'document', 'project', 'complex', 'process', 'contact', 'person', 'need', 'internal', 'department', 'bring', 'completed', 'training', 'clerk', 'office', 'communication', 'legal', 'secretary', 'reno', 'comparable', 'qualification', 'knowledge', 'real', 'estate', 'tenancy', 'law', 'well', 'accounting', 'experience', 'dealing', 'lawyer', 'remuneration', 'act', 'well', 'court', 'cost', 'zpo', 'experienced', 'handling', 'm', 'office', 'sap', 'offer', 'networking', 'interesting', 'renowned', 'company', 'trustworthy', 'personal', 'support', 'time', 'partnership', 'basis', 'cooperation', 'transparent', 'fast', 'application', 'process', 'binding', 'feedback', 'within', '14', 'day', 'flexible', 'division', 'office', 'mobile', 'office', 'healthy', 'afterwork', 'participation', 'company', 'sport', 'possible', 'apply', 'recognize', 'send', 'document', 'job64topitservicescom', 'stating', 'reference', 'number', '42610986', 'markus', 'uhde', 'happy', 'answer', 'first', 'request', 'information', 'question', 'telephone', '49', '30', '201449725', 'looking', 'forward', 'hearing', 'soon', 'apply', 'directly', 'httpswwwtopitservicescom10nmjva', 'also', 'find', 'interesting', 'job', 'offer', 'homepage', 'httpswwwtopitservicescomannouncements', 'explicit', 'differentiation', 'female', 'male', 'form', 'text', 'improve', 'legibility', 'always', 'meant']","['information', 'communication']"
"['medical', 'assistant']","['u', 'catchment', 'area', '25', 'million', 'inhabitant', 'eye', 'clinic', 'berlin', 'marzahn', 'one', 'largest', 'modern', 'eye', 'clinic', 'germany', '80', 'employee', 'treat', '4000', 'inpatient', 'carry', '30000', 'examination', 'operation', 'every', 'year', 'guarantee', 'best', 'possible', 'medical', 'nursing', 'care', 'across', 'entire', 'spectrum', 'ophthalmology', 'regardless', 'whether', 'starting', 'career', 'many', 'year', 'experience', 'always', 'lookout', 'committed', 'motivated', 'people', 'order', 'able', 'guarantee', 'patient', 'optimal', 'care', 'highest', 'level', 'offer', '30', 'day', 'holiday', 'payment', 'form', 'fixed', 'salary', 'special', 'payment', 'holiday', 'christmas', 'bonus', 'permanent', 'employment', 'contract', 'good', 'opportunity', 'education', 'training', 'friendly', 'working', 'atmosphere', 'openminded', 'team', 'employersponsored', 'retirement', 'plan', 'could', 'soon', 'task', 'classic', 'reception', 'activity', 'coordinating', 'consultation', 'hour', 'making', 'appointment', 'telephone', 'administrative', 'admission', 'patient', 'support', 'doctor', 'examination', 'operation', 'medical', 'instrument', 'device', 'carrying', 'necessary', 'diagnostic', 'examination', 'bring', 'completed', 'training', 'retraining', 'medical', 'assistant', 'medical', 'assistant', 'doctor', 'assistant', 'similar', 'wellversed', 'dealing', 'pc', 'm', 'office', 'way', 'working', 'characterized', 'diligence', 'reliability', 'enjoy', 'working', 'people', 'welcome', 'contact', 'patient', 'concern']","['human', 'health', 'social', 'work', 'activity']"
"['real', 'estate', 'agent']","['u', 'teamnord', 'immobilien', 'stand', 'combination', 'two', 'passion', 'enthusiasm', 'region', 'pleasure', 'working', 'people', 'real', 'estate', 'agent', 'jeanette', 'böhm', 'known', 'region', 'south', 'elbe', 'surrounding', 'area', 'since', '2013', 'ownermanaged', 'brokerage', 'office', 'teamnord', 'immobilien', 'wellfounded', 'advice', 'professional', 'brokerage', 'residential', 'real', 'estate', 'convinced', 'team', 'player', 'constantly', 'growing', 'network', 'professional', 'partner', 'consisting', 'eg', 'home', 'stager', 'photographer', 'advertising', 'agency', 'lawyer', 'mediator', 'support', 'u', 'able', 'go', 'extra', 'mile', 'customer', 'first', 'meeting', 'customer', 'analysis', 'marketing', 'strategy', 'successful', 'sale', 'negotiation']","['real', 'estate', 'activity']"
"['cook']","['u', 'motawi', 'bowling', 'located', 'beautiful', 'green', 'reinickendorf', 'event', 'location', 'north', 'berlin', 'motawi', 'bowling', 'existed', 'location', 'year', 'behind', 'term', 'motawi', 'hide', 'family', 'business', '20', 'year', 'experience', 'gastronomy', 'bowling', 'motawi', 'stand', 'motivation', 'drive', 'knowledge', 'want', 'guest', 'feel', 'grown', 'much', 'urgently', 'need', 'support', 'host', 'event', 'kind', 'cozy', 'family', 'celebration', 'birthday', 'party', 'major', 'event', 'part', 'everyday', 'business', 'look', 'guest', 'playing', 'bowling', 'also', 'spoil', 'restaurant', 'area', 'good', 'home', 'cooking', 'guest', 'opportunity', 'dine', 'directly', 'bowling', 'alley', 'restaurant', 'beer', 'garden', 'wellbeing', 'guest', 'always', 'come', 'first', 'u', 'important', 'team', 'employee', 'feel', 'comfortable', 'workplace', 'employee', 'part', 'family', 'according', 'motto', 'one', 'one']","['accommodation', 'food', 'service', 'activity']"
"['helper', 'expansion']","['u', 'group', 'company', 'employ', 'around', '1000', 'people', 'throughout', 'germany', 'looking', 'customer', 'space', 'frankfurt', 'incl', 'frankfurt', 'airport', 'darmstadt', 'mainz', 'wiesbaden', 'hanau', 'friedberg', 'interested', 'fulltime', 'employee', 'apply', 'u', 'look', 'forward', 'receiving', 'application', 'offer', 'offer', 'secure', 'job', 'option', 'taken', 'holiday', 'christmas', 'bonus', '30', 'day', 'vacation', 'per', 'year', 'regulated', 'working', 'hour', 'collective', 'wage', 'way', 'u', 'person', 'opening', 'hour', 'office', 'directly', 'opposite', 'frankfurt', 'main', 'train', 'station', 'mon', 'fri', 'pm', 'phone', 'via', 'whatsapp', 'service', '0692193390', 'writing', 'email', 'marceleckoldarenafe', 'looking', 'forward', 'contact', 'could', 'soon', 'task', 'task', 'supporting', 'employee', 'site', 'laying', 'floor', 'wallpapering', 'varnishing', 'painting', 'work', 'manual', 'work', 'occurs', 'apartment', 'renovation', 'bring', 'distinguishes', 'physical', 'fitness', 'skilled', 'craftsmanship', 'first', 'experience', 'craft', 'desirable']","['construction']"
"['salesperson']","['u', 'matratzen', 'concord', 'europe', 'largest', 'specialist', 'mattress', 'almost', '600', 'branch', 'around', '1500', 'employee', 'germany', 'austria', 'switzerland', 'individual', 'competent', 'advice', 'mission', 'find', 'right', 'mattress', 'every', 'customer', 'whether', 'store', 'online', 'come', 'good', 'night', 'sleep', 'professional', 'sparked', 'interest', 'apply', 'largest', 'chain', 'store', 'mattress', 'bedding', 'offer', 'exciting', 'workplace', 'lot', 'customer', 'contact', 'branch', 'work', 'independently', 'responsibility', 'regular', 'training', 'part', 'induction', 'training', 'concord', 'academy', 'addition', 'fixed', 'salary', 'pay', 'performancerelated', 'bonus', 'comprehensive', 'induction', 'internal', 'trainer', 'attractive', 'employee', 'discount', 'good', 'team', 'cohesion', 'could', 'soon', 'task', 'important', 'task', 'customer', 'service', 'active', 'sale', 'addition', 'handling', 'entire', 'sale', 'process', 'take', 'care', 'everything', 'else', 'need', 'done', 'branch', 'includes', 'good', 'order', 'receipt', 'design', 'branch', 'based', 'specification', 'head', 'office', 'cleanliness', 'branch', 'bring', 'enjoy', 'selling', 'dealing', 'customer', 'radiate', 'already', 'worked', 'retail', 'clerk', 'salesperson', 'career', 'changer', 'restaurateur', 'baker', 'hairdresser', 'enjoy', 'working', 'independently', 'carefully', 'work', 'well', 'colleague', 'team', 'motivated', 'committed', 'cause', 'well', 'flexible', 'helpful', 'ready', 'used', 'substitution', 'case', 'different', 'branch']","['wholesale', 'retail', 'trade', 'repair', 'motor', 'vehicle', 'motorcycle']"
"['salesperson', 'food', 'trade']","['u', 'creative', 'qualityconscious', 'company', '25', 'year', 'right', 'start', 'highest', 'level', 'craftsmanship', 'top', 'priority', 'manufacturing', 'product', 'use', 'fresh', 'exquisite', 'raw', 'material', 'mainly', 'regional', 'supplier', 'offer', 'nice', 'workplace', 'good', 'working', 'atmosphere', 'offer', 'crisisproof', 'job', 'also', 'offer', 'apprenticeship', 'offer', 'security', 'permanent', 'employment', 'contract', 'versatile', 'varied', 'work', 'aboveaverage', 'payment', 'holiday', 'pay', 'employee', 'discount', 'capital', 'accumulation', 'benefit', 'team', 'spirit', 'community', 'spirit', 'personal', 'freedom', 'independent', 'work', 'good', 'public', 'reputation', 'could', 'soon', 'task', 'looking', 'salesperson', 'confectionerycafé', 'approx', '10', 'hoursweek', 'day', 'morning', 'afternoon', 'offer', 'good', 'working', 'atmosphere', 'pleasant', 'one', 'diverse', 'range', 'task', 'selling', 'homemade', 'cake', 'tart', 'pastry', 'praline', 'praline', 'present', 'chocolate', 'production', 'offer', 'crisisproof', 'job', 'bring', 'good', 'knowledge', 'german', 'speaking', 'writing', 'also', 'give', 'career', 'changer', 'chance']","['wholesale', 'retail', 'trade', 'repair', 'motor', 'vehicle', 'motorcycle']"
